text,username,likes,comments,retweets,quotes,is-retweet,external-link,pictures,videos,gifs,user-image,user-bio,user-website,user-tweets,user-following,user-followers,user-likes,user-media
Fried Chicken with Hot 🔥 Sauce Corn Muffin and Seasoned Fries 🍟  homecookingvsfastfood.com #homecooking #homecookingvsfastfood #food #fastfood #foodie #yum #myfood #foodpics,@homevsfastfood,125,2,33,1,True,,['https://pbs.twimg.com/media/GBRPAZvXcAATBXG.jpg'],[],[],https://pbs.twimg.com/profile_images/1292598714104713216/SHONrPc-_400x400.jpg,Great food and Recipes #homecookingvsfastfood #food #cooking #foodie #foodblogging,http://homecookingvsfastfood.com,16213.0,549.0,27980.0,11554.0,15698.0
#Morel #mushrooms at center of #food #poisoning #outbreak ...   | #fungi | #publichealth | #safety | #toxins | #Illness | By @keelyinezlarson via @CBSNews https://www.cbsnews.com/news/morel-mushrooms-food-poisoning-outbreak-montana/,@MicrobesInfo,0,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1117225487623970816/kWh2DckZ_400x400.png,"Tweeting and RT-ing microbiology news, articles and comments relevant to aspects on bacteria, fungi, viruses and other microbes / microorganisms. Microbes are 💪",https://www.microbes.info/,50098.0,513.0,1754.0,18600.0,1962.0
My Blog::  Obama Legacy Facing REVISIT ... Ianrmackintosh-blogsite.com #family #joy #cancer #china #ukraine #biden #hunter #trump #sealife #food #fun,@IanRMackintosh,1,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/3511313897/ee2c7ea39c414ca247d4289f79667a46_400x400.jpeg,"With over 30 years Silicon Valley executive management experience, Mackintosh authored Empower Your Inner Manager. empoweryourinnermanager.com",http://ianrmackintosh-blogsite.com,5174.0,9022.0,11727.0,54.0,0.0
Craving sushi but tired of expensive takeout? Look no further! Kellyloves Sushi Kit is here to revolutionize your culinary adventures. 🍣 🤩   https://boxnip.co.uk/sushi-kit-by-kelly-loves-a-fun-easy-way-to-make-delicious-sushi-at-home/ #sushi #food #kellyloves #sushidaily #blogdreamRT @BloggersHut #sushikit,@boxnipUK,0,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1675894542891925512/WQbmQ1mY_400x400.jpg,𝐴𝑞𝑢𝑎𝑟𝑖𝑢𝑠 ♒ | ♿ | 𝑠ℎ𝑒/ℎ𝑒𝑟 | INFP 𝐼𝐺: instagram.com/boxnip #beauty #skincare #makeup #lifestyle 📧𝑠𝑎𝑟𝑎ℎ@𝑏𝑜𝑥𝑛𝑖𝑝.𝑐𝑜.𝑢𝑘,https://bio.site/boxnip,108071.0,678.0,6055.0,12150.0,49647.0
"Potato Pancakes should not be a rare side dish, but planned leftovers for each time you make mashed potatoes! Serve family style and save half for these yummy treats! healthy-diet-habits.com/pota… #Potato #Potatoes #PotatoPancakes #SideDish #Leftovers #MashedPotatoes #Recipe #Food",@LifestyleSoln,0,0,0,0,False,,['https://pbs.twimg.com/media/GBVywFMWkAE5vLY.jpg'],[],[],https://pbs.twimg.com/profile_images/378800000177705251/1783c8415868cf994802180ef38608d5_400x400.jpeg,"Healthy Diet Habits - Practical tips on Emotional & Mindless Eating, #Nutrition, #Health #Recipes #food #fitness #weightloss #cooking #diet #dieting #Foodie",http://www.healthy-diet-habits.com,28081.0,2343.0,4236.0,310.0,18032.0
#oshkosh #oshkoshwi #wisconsin #oshkoshbar #barlife #onlyinoshkosh #downtownoshkosh #drinkwisconsibly #visitoshkosh #drinks #food #herdup #wisconsinherd #beer #sportsbar #loveoshkosh #oshkosharena #uwoshkosh #discoverwisconsin #viral #foxcitieswi #fyp #foryourpage,@winners_grill,1,0,0,0,False,,[],['https://video.twimg.com/ext_tw_video/1735419029920083968/pu/pl/SYpMqdeb5cDDq34c.m3u8?tag=12&container=fmp4'],[],https://pbs.twimg.com/profile_images/1649133332213428237/G-8aD924_400x400.jpg,"(Oshkosh, Wisconsin) family friendly Sports Bar & Grill that offers a wide variety of beer selections, a large food menu, and 20+ HD TV's! And outdoor BAR",,507.0,5003.0,705.0,551.0,498.0
Do you love a Jaffa cake? Come along this Saturday to the Goat’s Gate Christmas market and treat yourself to a Jaffa cake brownie bite. #jaffacakes #orangmarmalade #darkchocolate #christmasmarket #christmastreats #brownies #browniebites #tastytreats #moreish #homebaking #food,@alwaystimefora,2,0,0,0,False,,"['https://pbs.twimg.com/media/GBVycoDXoAA0SCw.jpg', 'https://pbs.twimg.com/media/GBVycoCWEAA8-E-.jpg']",[],[],https://pbs.twimg.com/profile_images/1512850661943259143/hbTNrqWx_400x400.jpg,"A selection of delicious, homemade brownies, blondies, brownuts and blondnuts to order, to buy in 6’s or 12’s which can be posted or delivered locally.",,1408.0,22.0,39.0,2518.0,1081.0
↑主ポストもご覧ください😋  チーズを飲んでる感じがたまらない😆  #晩ごはん #クリームシチュー #飯テロ #food,@lanider,39,0,3,0,True,,['https://pbs.twimg.com/media/GBT2BhwbsAEp7Mh.jpg'],[],[],https://pbs.twimg.com/profile_images/448939790470094848/auSOfHXJ_400x400.jpeg,#飯テロ ※ただ回しているだけです😲 ペペロン好き激辛好き😋 おっさんの子供舌😝 動画内のリンク先は勝手に紹介しているだけです(無関係) / 挨拶不要🚫 #回してみた #料理好きな人と繋がりたい #ゲーム好きな人と繋がりたい 🙇‍♂️ 本垢のみフォロー🔁エロいらん,https://piped.video/playlist?list=PLRla9YTdcRfawfTB4Ja808xnlSpi6eyhe,4775.0,1519.0,1583.0,176865.0,2458.0
[Homemade] Smoked Pastrami homecookingvsfastfood.com #homecooking #food #recipes #foodie #foodlover #cooking #homecookingvsfastfood,@homevsfastfood,52,1,7,0,True,,['https://pbs.twimg.com/media/GBU_SUhWUAAIn63.jpg'],[],[],https://pbs.twimg.com/profile_images/1292598714104713216/SHONrPc-_400x400.jpg,Great food and Recipes #homecookingvsfastfood #food #cooking #foodie #foodblogging,http://homecookingvsfastfood.com,16213.0,549.0,27980.0,11554.0,15698.0
お弁当日記 今日は【 #おいなりさん弁当 🧸】  中身はひじきと枝豆！ 卵焼きが上手に出来て幸せです。  ○内容  ・おいなりさん ・卵焼き ・ポテトサラダ ・ブロッコリー ・トマト  #お弁当 #タッパー弁当 #弁当日記 #おいなりさん #foodie #obentou #food,@Ayyyyyyyyyyyyak,1,0,0,0,False,,['https://pbs.twimg.com/media/GBVx_p9akAAsBVU.jpg'],[],[],https://pbs.twimg.com/profile_images/1726840618717257728/XE5W1k7p_400x400.jpg,お弁当日記 ✿毎日楽しく健康に…／たまに推し活刀剣乱舞,,19.0,8.0,0.0,137.0,10.0
